0	Portugues	Українська	日本語	简体中文	UI language name
334	Isso e suspeito!	Підозріло це!	これは怪しいです！		Amy
335	Pode funcionar ou nao.	Може вигоріти, а може і ні.	うまくいくかもしれませんし、いかないかもしれません。		Amy
336	Quer tentar?	Хочете спробувати?	やってみます？		Amy
337	Isso parece bom.	Звучить непогано.	いいですね。		Amy
338	O que voce acha disso?	Що думаєте з цього приводу?	これについてどう思います？		Amy
339	Pente de bigode	Гребінець для вусів	口ひげの櫛		It's a <projectname> from line 332
340	Console de jogos	Ігрова консоль	ゲーム機		It's a <projectname> from line 332
341	Computador familiar	Сімейний комп'ютер	ファミコン		It's a <projectname> from line 332
342	Bebida desagradavel	Напій з огидним смаком	気色悪い飲み物		It's a <projectname> from line 332
343	Doces	Кондитерська	駄菓子		It's a <projectname> from line 332
344	Soapland (entretenimento adulto)	Банний салон	ソープランド		It's a <projectname> from line 332
345	Clube de hostess (entretenimento)	Хостес клуб	キャバクラ		It's a <projectname> from line 332
346	Serviço de entrega de gatos	Служба доставки кішок	猫の宅配サービス		It's a <projectname> from line 332
347	Daifuku da vovo (doce japones)	Бабусині дайфуку	おばあちゃんの大福		It's a <projectname> from line 332
348	CD	Компакт-диск	CD		It's a <projectname> from line 332
349	Nova maquina de escrever	Друкарська машинка нового покоління	新世代タイプライター		It's a <projectname> from line 332
350	Brush Pen	Фудепен	筆ペン		It's a <projectname> from line 332
351	Estudio de anime	Аніме-студія	アニメスタジオ		It's a <projectname> from line 332
352	Bar de karaoke	Караоке-бар	カラオケバー		It's a <projectname> from line 332
353	Sintetizador MT-32	Синтезатор MT-32	シンセサイザーMT-32		It's a <projectname> from line 332
354	Os resultados do seu investimento!	Результати вашого інвестування!	投資の結果！		UI
355	"Infelizmente, o projeto ""<global.invest_project>"" falhou. Seu dinheiro foi desperdiçado."	"На жаль, проект ""<global.invest_project>"" виявився провальним. Ваші гроші витрачені даремно."	"残念ですけど、""<global.invest_project>""プロジェクトは失敗しました。 お金が無駄になりました。"		Amy
356	"O projeto ""<global.invest_project>"" nao atingiu as expectativas e nao trouxe tanto dinheiro quanto o esperado. Voce recebeu apenas {dengii} em vez do valor prometido de {global.invest_profit}."	"Проект ""<global.invest_project>"" не виправдав своїх очікувань і приніс не так багато грошей, як очікувалось. Ви отримуєте тільки {dengii} замість обіцяної суми {global.invest_profit}."	<global.invest_project>プロジェクトは期待に添えず、思ったほどのお金が入りませんでした。約束の金額{global.invest_profit}ではなく、{dengii}しかもらえません。		Amy
357	"O projeto ""<global.invest_project>"" se mostrou um sucesso! Os dividendos foram pagos integralmente.#{dengii} ja foram enviados para a sua conta!"	"Проект ""<global.invest_project>"" виявився успішним! Дивіденди сплачено в повному розмірі. #{dengii} вже надійшли на ваш рахунок!"	<global.invest_project>プロジェクトは成功しました！配当金が全額支払われました！#{dengii}がすでに口座に送金されました！		Amy
358	"O projeto ""<global.invest_project>"" superou todas as expectativas! Os dividendos foram pagos em um valor maior!#{dengii} ja foram enviados para a sua conta! (Nos esperavamos apenas {global.invest_profit})."	"Проект ""<global.invest_project>"" перевершив усі очікування! Дивіденди сплачено в збільшеному розмірі! #{dengii} вже надійшли на ваш рахунок! (А очікували ми лише {global.invest_profit})."	<global.invest_project>プロジェクトに期待を上回る成果が出ました！配当金が増額されて支払われました！#{dengii}がすでに口座に送金されました！（{global.invest_profit}が期待されていた額です）		Amy
359	Voce quer pegar um emprestimo de #{defaultsum} com juros de <proooc>%?	Хочете взяти кредит на суму#{defaultsum} під <proooc>%?	金利<proooc>%で{defaultsum}のローンをお組みになりますか？		These are the lines of a bank employee.
360	Voce quer fazer um deposito de #{defaultsum2}?	Хочете оформити депозит на суму#{defaultsum2}?	{defaultsum2}のお預入れですか？		These are the lines of a bank employee.
361	Quantos anos serao?	На скільки років?	何年間ですか？		These are the lines of a bank employee.
362	Bem-vindo ao nosso banco!	Ласкаво просимо до нашого банку!	当行へようこそ！		These are the lines of a bank employee.
363	Sua participaçao na <namee> permite que voce participe da Reuniao Anual dos Acionistas.	Ваша частка в компанії <namee> дозволяє вам бути присутніми на щорічному Зборах акціонерів.	<namee>への出資により、年次株主総会に出席できます。		Amy
364	Sua reputaçao e participaçao na <namee> permitem que voce seja membro do Conselho de Administraçao. Agora voce tem acesso as informaçoes financeiras nao publicas da empresa.	Ваша репутація і частка в компанії <namee> дозволяє вам увійти до Ради Директорів. Тепер вам доступна закрита фінансова інформація компанії.	<namee>におけるあなたの評判と出資額により、取締役会の役員になることができます。これで、会社の非公開財務情報にアクセスできるようになりました。		Amy
365	A Reuniao de Acionistas ocorrera hoje em <namee>.	Сьогодні відбудуться Збори акціонерів в компанії <namee>.	本日、<namee>で株主総会が開催されます。		Amy
366	Voce ira participar?	Ви будете присутні?	出席しますか？		Amy
367	Infelizmente, voce não sera liberado do hospital.	На жаль, вас не випустять з лікарні.	残念ですけど、退院できません。		Amy
368	"Ok! Vamos esperar pelos resultados do projeto ""<global.invest_project>"""	"Добре! Будемо чекати результатів у проекті ""<global.invest_project>""."	"わかりました！""<global.invest_project>""プロジェクトの結果を待ちます。"		Amy
369	Voce chegou ao local da Reuniao de Acionistas.	Ви прийшли на місце проведення Зборів акціонерів.	株主総会の会場に来ています。		In-game messages
370	Alguem derramou acidentalmente cafe em voce enquanto todos estavam se acomodando.	Хтось випадково пролив на вас каву, поки всі сідали.	出席者が席についている間に、誰かが誤ってあなたにコーヒーをこぼしてしまいました。		In-game messages
371	Voce tomou seu assento.	Ви зайняли своє місце.	あなたは席に着きました。		In-game messages
372	Voce encontrou um velho amigo. Ele tambem e acionista da <namee>. Isso te deu confiança.	Ви зустріли старого друга. Він теж акціонер компанії <namee>. Це додало вам упевненості.	旧友に会いました。彼も<namee>の株主です。それがあなたに自信を与えました。		In-game messages
373	Muitas pessoas vieram para a Reuniao de Acionistas. Voce se sente desconfortavel.	На Збори акціонерів прийшло дуже багато людей. Вам стає некомфортно.	株主総会には大勢の人が来ました。あなたは居心地の悪さを感じています。		In-game messages
374	O diretor da empresa o cumprimenta pessoalmente.	Вас особисто вітає директор компанії.	会社の取締役が直々にあなたに挨拶に来ます。		In-game messages
375	Começa a Reuniao de Acionistas da <namee>!	Збори акціонерів компанії <namee> почалися!	<namee>の株主総会が始まります！		In-game messages
376	Reuniao de acionistas	Збори акціонерів	株主総会		In-game messages
377	Ha um abafamento inimaginavel no Salao de Assembleias.	У залі Зборів варто неймовірна задуха.	会議場は想像を絶する緊張感に包まれています。		In-game messages
378	Caixa	Касир	キャッシャー		In-game messages
379	Voce mudou de ideia?	Передумали?	気が変わりましたか？		In-game messages
380	A aposta minima e 1000 ienes.	Мінімальна ставка - 1000 йен.	最低賭け金は1,000円です。		In-game messages
381	Parabens! Seu cavalo ganhou! #Seu premio: {global.horse_prize}	Вітаю! Ваш кінь переміг! #Ваш виграш: {global.horse_prize}	おめでとうごいざます！あなたの馬が勝ちました！#賞金： {global.horse_prize}		In-game messages
382	Infelizmente, sem sorte desta vez.	На жаль, цього разу не пощастило.	残念ながら、今回は運がありませんでした。		In-game messages
383	<global.myname>, voce gostaria de fazer um discurso?	<global.myname>, хочете виступити з промовою?	<global.myname>さん、スピーチをしてみませんか？		In-game messages
384	Gaguejou!	Запнувся!	口ごもった！		These phrases appear on the screen for a second when the player makes a mistake in his speech.
385	Hesitou!	Дурниці!	言葉に詰まる！		These phrases appear on the screen for a second when the player makes a mistake in his speech.
386	Sem sentido!	Нісенітниця!	ナンセンス！		These phrases appear on the screen for a second when the player makes a mistake in his speech.
387	Oh!	Ой!	ああ！		These phrases appear on the screen for a second when the player makes a mistake in his speech.
388	Isso nao!	Дурня!	ダメだ！		These phrases appear on the screen for a second when the player makes a mistake in his speech.
389	Cuide de sua condiçao fisica e psicologica!	Слідкуйте за вашим фізичним і психологічним станом!	心身の状態に気をつけてください！		Guides from Amy
390	Existem 3 indicadores no total:	Всього є три показники:	全部で3つの指標があります。		Guides from Amy
391	Felicidade - o indicador principal, formado com base no conforto, segurança e eventos.	Щастя - основний показник, який формується з комфорту, забезпеченості і подій у житті.	幸福度：快適さ、安心感、出来事に基づいて形成される主な指標です。		Guides from Amy
392	O conforto depende de ter uma casa e um carro, bem como a qualidade deles.	Комфорт - залежить від наявності будинку і автомобіля, а також їх якості.	快適さは、家と車の両方を持っているかどうか、またそれらの質によって決まります。		Guides from Amy
393	Baixa felicidade aumenta o indicador de Estresse. Exposiçao prolongada ao estresse pode levar voce ao hospital.	Низький рівень щастя збільшує показник Стресу. Тривале перебування в стресі приведе вас до лікарні.	幸福度が下がると、ストレス指標が高くなります。ストレスに長時間さらされると入院することになります。		Guides from Amy
394	Aumente seus gastos diarios para ser mais feliz. A quantidade media de gastos diarios depende do seu nivel de habitaçao.	Підвищуйте ваші щоденні витрати, щоб бути більш щасливим. Середній розмір щоденних витрат залежить від рівня житла.	幸福度を上げるためには毎日の支出を増やします。1日の平均支出額は、住宅のレベルによって異なります。		Guides from Amy
395	Voce pode comprar e vender açoes de empresas na bolsa de valores. Das açoes das empresas que voce possui, voce recebera dividendos todos os meses. Quanto maior a porcentagem das açoes, mais dividendos voce recebera.	На фондовій біржі ви можете купувати і продавати акції компаній. Щомісяця ви будете отримувати дивіденди від компанії, акціями якої ви володієте. Чим більше відсоток акцій - тим більше дивідендів ви будете отримувати.	株式市場では企業の株式を売買することができます。所有する株式からは毎月配当金を受け取ることができます。株式の割合が高いほど、受け取る配当金も多くなります。		Guides from Amy
396	Voce pode pegar um emprestimo ou colocar dinheiro em deposito no banco.	У банку ви можете взяти кредит або покласти гроші на депозит.	銀行ではローンを組んだり預金したりすることができます。		Guides from Amy
397	Um emprestimo lhe dara uma certa quantia de dinheiro instantaneamente, mas voce precisara pagar o emprestimo a cada mes. Quanto mais tempo voce pagar o emprestimo, mais juros pagara. O valor maximo do emprestimo depende da sua reputaçao.	Кредит миттєво дасть вам певну суму грошей, однак щомісяця потрібно буде розплачуватися згідно кредиту. Чим довше ви виплачуєте кредит, тим більше відсотків на нього налічується. Максимальний розмір кредиту залежить від вашої репутації.	ローンを組めば即座に一定の金額が手に入りますが、毎月返済しなければなりません。ローンの返済期間が長ければ長いほど、支払う利子も増えていきます。ローンの上限額はあなたの評判によって変わります。		Guides from Amy
398	Um deposito lhe dara um lucro garantido em uma certa quantia, mas voce nao podera usa-lo por um tempo. Quanto maior o prazo do deposito, maior o juro.	Депозит дозволить гарантовано отримати прибуток з певної суми, проте якийсь час ви не зможете нею користуватися. Чим більше термін депозиту - тим більше відсотки.	預金は一定額の利益を保証してくれますが、預金したお金はしばらくは使えなくなります。預金期間が長ければ長いほど利息は高くなります。		Guides from Amy
399	O preço das açoes e formado a partir da expectativa de lucro da empresa. Na verdade, existem dois principais componentes invisiveis do preço das açoes - a lucratividade da empresa e a empolgaçao do mercado.	Ціна акції формується з очікувань прибутку компанії. Насправді є дві основні невидимі складові ціни акції - прибутковість компанії і ажіотаж.	株価は企業の収益に対する期待から決められます。実は、株価には目に見えない主要な要素が2つあります。それは、企業の収益性と誇大広告です。		Guides from Amy
400	Se uma empresa tem lucros consistentemente altos e nao registra perdas, o preço de suas açoes subira lentamente e de forma constante.	Якщо у компанії стабільно високий прибуток і немає збитків - її курс акцій буде повільно і планомірно підніматися.	企業が常に高収益で赤字を出さなければ、株価はゆっくりと着実に上昇します。		Guides from Amy
401	O preço das açoes pode subir rapidamente, mas se nao for sustentado por lucros ao longo do tempo, ele rapidamente desaparecera.	Ажіотаж може підняти ціну різко, але, якщо з часом він не буде підкріплений прибутком - швидко зійде нанівець.	株価は急騰することもありますが、長期にわたる利益に支えられていなければ、すぐに下落するでしょう。		Guides from Amy
402	Os dividendos dependem apenas dos ganhos de uma empresa, entao mesmo uma empresa que tenha prejuizo pode ter uma alta empolgaçao.	Дивіденди залежать тільки від доходів компанії, тому високий ажіотаж може бути навіть у компанії, яка зазнає збитків.	配当金は企業の収益のみが考慮されて決まるので、赤字の企業でも人気が殺到することがあります。		Guides from Amy
403	Uma empolgaçao que aumenta o preço das açoes tambem pode gerar dinheiro extra para a empresa e levar a lucros mais altos. Portanto, hype e uma metrica arriscada que e dificil de prever, diferentemente da lucratividade de uma empresa.	Ажіотаж, який підвищує ціну акцій, також може принести додаткові гроші для компанії і привести до підвищення прибутку. Тому ажіотаж є ризикованим показником, який важко передбачити, на відміну від прибутковості компанії.	株価を急上昇させる人気の殺到は、会社に余分な資金をもたらし、利益の増加につながることもあります。ですから、誇大広告は企業の収益性とは異なり、予測が難しいリスクの高い指標です。		Guides from Amy
404	Siga as noticias de perto - provavelmente voce pode descobrir o que influenciou a mudança de preço agora - o crescimento real da empresa ou apenas o hype. Por exemplo, algum escandalo de alto perfil nao relacionado aos produtos da empresa pode reduzir temporariamente o preço das açoes da empresa. Isso seria um bom momento para comprar açoes.	Уважно стежте за новинами - з них ви, швидше за все, зможете зрозуміти, що зараз вплинуло на зміну ціни - реальне зростання компанії або просто ажіотаж. Наприклад, якийсь резонансний скандал, не пов'язаний з продукцією компанії, може тимчасово знизити ціну акцій компанії. Це буде вдалий момент для придбання акцій.	ニュースを注意深く追うことで、株価の変動に何が影響しているのか、つまり企業が本当に成長しているのか、それとも単なる誇大広告なのかが分かるようになるでしょう。例えば、その企業の製品とは関係のないスキャンダルが注目されると、一時的に株価が下がるかもしれませんが、それはその株を買う良いタイミングになるかもしれません。		Guides from Amy
405	No inicio do ano, as empresas relatam os ganhos. Fique de olho nesses numeros para comprar açoes de empresas que estao lucrando.	На початку року компанії звітують про прибутки. Слідкуйте за цими цифрами, щоб закуповувати акції компаній, які приносять прибуток.	年初には企業が決算を発表します。この数字に注目し、利益を上げている企業の株を買いましょう。		Guides from Amy
406	As reunioes dos acionistas sao realizadas uma vez por ano. Nas reunioes dos acionistas, voce pode aprender algumas informaçoes uteis sobre a empresa e encontrar novos contratos. Mas o mais importante e que voce pode ganhar uma reputaçao como acionista. Com uma alta reputaçao e açoes suficientes, voce pode ingressar no Conselho de Administraçao.	Збори акціонерів відбуваються раз на рік. На Зборах акціонерів ви можете дізнатися якусь корисну інформацію про компанію та знайти нові контракти. Але найголовніше - ви можете заробляти репутацію як акціонер. З високою репутацією і достатньою кількістю акцій ви зможете увійти до ради директорів.	株主総会は年に1回開かれます。株主総会では、会社に関する有益な情報を知ることができ、新しい契約を見つけることもできます。しかし最も重要なのは、株主としての評判を得ることです。評判が良く十分な株式を持っていれば、あなたも取締役会に加わることができます。		Guides from Amy
407	No conselho, voce recebera um salario e tomara decisoes importantes para a empresa. Se voce possui uma participaçao acionaria controladora, as decisoes nao exigirao uma votaçao.	У раді директорів ви будете отримувати зарплату і приймати важливі рішення для компанії. Якщо ви будете володіти контрольним пакетом акцій, то рішення не будуть вимагати голосування.	取締役会では給与を受け取り、会社にとって重要な決定を下します。あなたが支配株主となれる株式数を保有している場合、決定は投票を必要としません。		Guides from Amy
408	Cada reuniao traz muito estresse, que voce precisara compensar. Portanto, pode fazer sentido nao ir para todas as reunioes da empresa.	Кожні Збори - це великий стрес, який вам необхідно буде знижати. Тому можливо має сенс не ходити на Зборів кожної компанії.	会議は多くのストレスをもたらし、そのストレスは後に解消する必要があります。つまり、会社の会議には毎回出席しない方が得策かもしれません。		Guides from Amy
409	Ao concordar em fazer um discurso, voce pode aumentar visivelmente sua reputaçao na empresa, mas corre o risco de estresse.	Погоджуючись виступити з промовою, ви можете помітно підняти свою репутацію в компанії, однак ризикуєте заробити стрес.	スピーチをすることに同意することで、会社での評判を大きく高めることができますが、ストレスのリスクを負うことになります。		Guides from Amy
410	O nivel de receitas das empresas nao esta diretamente relacionado ao valor das açoes. As empresas podem nao obter lucro por um periodo de tempo e, portanto, voce nao recebera dividendos.	Рівень доходу компаній не прямо залежить від вартості акцій, в деякі місяці компанії можуть взагалі не отримувати прибутки, а значить і ви не отримаєте дивіденди.	企業の収入水準は株価とは直接関係しません。企業は一定期間まったく利益を上げられないことがあり、その場合は配当を受け取ることができません。		Guides from Amy
411	Dados	Характеристики	統計データ		UI
412	Açoes	Акції	株式		UI
413	Como posso te ajudar?	Чим можу допомогти?	どのような御用でしょうか？		Amy
414	Sobre o que posso falar?	Про що Вам розповісти?	何についてお話ししましょうか？		Amy
415	Preciso de uma dica	Мені потрібна підказка	ヒントが欲しい		Button with player's choice
416	Entendi	Зрозуміло	分かった		Button with player's choice
417	E legal que voce nao se esqueça de mim.	Приємно, що ви про мене не забуваєте.	私のことを覚えていていただけたなんて嬉しいです。		Amy
418	Voce se importaria de falar sobre algo alem do trabalho com mais frequencia?	Можливо, ви не проти частіше говорити про щось інше, окрім роботи?	お仕事以外のことをもっとお話ししませんか？		Amy
419	Talvez assim possamos nos conhecer melhor.	Можливо так ми пізнаємо один одного ближче.	そうすれば、もっとお互いのことを知ることができるかもしれません。		Amy
420	Hoje o tempo esta bom.	Сьогодні гарна погода.	今日はいい天気ですね。		Amy
421	Eu vi um otimo anime ontem a noite. Deveria mostra-lo para voce algumas vezes.	Я вчора подивилася відмінне аніме. Потрібно якось і вам його показати.	昨夜素晴らしいアニメを見ました。いつかお見せしたいです。		Amy
422	Eu gostaria de ir para casa cedo hoje. Voce nao se importa, ne?	Я б хотіла сьогодні піти додому раніше. Ви ж не проти?	今日は早退させていただきたいのですが、よろしいでしょうか？		Amy
423	Ha sempre um gato me esperando em casa.	Вдома мене завжди чекає кіт.	家にはいつも猫が待っているんです。		Amy
424	Quando nao consigo dormir, assisto a um programa de TV tarde da noite.	Коли мені не спиться, я дивлюся нічне шоу по ТБ.	眠れないときは、テレビの深夜番組を見ています。		Amy
425	Eu deveria ligar para meu irmao. Voce sabia que eu tenho um irmao?	Треба б подзвонити своєму братові. Ви знали, що у мене є брат?	兄に電話しなくては。私に兄がいるってご存知でした？		Amy
426	Eu trouxe um pouco de ramen para voce. Nao se esqueça de comer de vez em quando.	Я взяла вам рамен. Не забувайте їсти хоч інколи.	ラーメンをお持ちしました。食事はちゃんと取ってくださいね。		Amy
427	Gostaria de dar uma volta?	Чи не хочете сходити прогулятися?	少しお散歩にでも行きませんか？		Amy
428	Voce queria ir a um restaurante comigo outro dia. Voce esta livre hoje a noite?	Ви якось хотіли сходити зі мною в ресторан. Ви вільні сьогодні ввечері?	先日私と一緒にレストランに行きたがってましたけど、今夜は空いてます？		Amy
429	Voce nao deveria trabalhar demais. Deveria descansar mais frequentemente.	Не варто переробляти. Вам потрібно відпочивати частіше.	働きすぎはよくないですよ。もっとこまめに休みを取ってください。		Amy
430	Eu me diverti muito!	Я чудово провела час!	素敵な時間を過ごしました！		Amy
431	Vamos conversar	Давай поговоримо	話しをしよう		Button with player's choice
432	Relatorios Anuais	Річні звіти	年次報告		Button with player's choice
433	Serviços	Послуги	サービス		Button with player's choice
434	Horrivel	Жахливо	最悪		Evaluating the quality of a player's speech in UI
435	Ruim	Погано	悪い		Evaluating the quality of a player's speech in UI
436	Bom	Нормально	まあまあ		Evaluating the quality of a player's speech in UI
437	OK	Добре	良い		Evaluating the quality of a player's speech in UI
438	Excelente	Відмінно	素晴らしい		Evaluating the quality of a player's speech in UI
439	Palavras ditas:	Сказано слів:	告げられた言葉：		Evaluating the quality of a player's speech in UI
440	Suporte:	Підтримка:	サポート：		Evaluating the quality of a player's speech in UI
441	Resultado final:	Підсумковий результат:	最終結果：		Evaluating the quality of a player's speech in UI
442	Discurso impecavel	Бездоганна промова	完璧なスピーチ		Evaluating the quality of a player's speech in UI
443	Discurso bom	Гарна промова	うまいスピーチ		Evaluating the quality of a player's speech in UI
444	Discurso decente	Непогана промова	まともなスピーチ		Evaluating the quality of a player's speech in UI
445	Discurso estranho	Дивна промова	へんてこなスピーチ		Evaluating the quality of a player's speech in UI
446	Discurso ruim	Погана промова	へたなスピーチ		Evaluating the quality of a player's speech in UI
447	Foi terrivel	Це було жахливо	ひどかった		Evaluating the quality of a player's speech in UI
448	Sua reputaçao com <namee> aumentou!	Ваша репутація в компанії <namee> виросла!	<namee>での評判が高まりました！		Amy
449	A reuniao dos acionistas terminou.	Збори акціонерів закіничлися.	株主総会は終了しました。		In-game messages
450	<global.myname>, voce tem a palavra!	<global.myname>, вам надається слово!	<global.myname>さん、ご発言ください！		Someone from meeting of shareholders say it
451	Reputaçao	Репутація	評判		Button with player's choice
452	Sua reputaçao em empresas:	Ваша репутація в компаніях:	企業での評判：		UI
453	A reputaçao na empresa cresce a medida que voce detem mais de 1% das açoes, bem como quando participa das reunioes de acionistas. Uma reputaçao elevada e pelo menos 5% das açoes da empresa lhe dao a chance de entrar no Conselho de Administraçao. Quanto maior for sua participaçao acionaria, mais rapidamente sua reputaçao cresce de forma passiva.	Репутація в компанії зростає поки ви тримаєте у себе більше відсотка акцій, а також при відвідуванні зборів акціонерів. Висока репутація і мінімум 5% частки в компанії дають вам шанс увійти до Ради Директорів. Чим вище ваша частка в компанії, тим швидше пасивно зростає репутація.	株式の1パーセント以上を保有している限り、また株主総会に出席している限り、会社での評判は高まります。高い評判とその会社の5％以上の株式保有により、取締役会に入る機会が与えられます。株式保有率が高ければ高いほど、評判が受動的に高まるのも早くなります。		Guides from Amy
454	Jogo salvo	Гру збережено	ゲームをセーブしました		Ui
455	Jogo carregado	Гра завантажена	ゲームをロードしました		UI
456	Bem-vindo a versao demo do Stonks-9800: simulador de mercado de açoes! Compre e venda açoes, compre imoveis, divirta-se! No entanto, voce deve lembrar que a demonstraçao esta limitada apenas ao primeiro ano e tambem nao e a versao final do jogo. Salvar o jogo na versao demo tambem nao esta disponivel.	Ласкаво просимо до демо-версії гри STONKS-9800: Stock Market Simulator! Купуйте і продавайте акції, скуповуйте нерухомість, розважайтеся! Однак пам'ятайте, що демо-версія обмежена тільки першим роком, а також не є фінальною версією гри. Збереження гри в демо-версії також недоступно.	STONKS-9800のデモ版へようこそ：株式市場シミュレーター！株を買ったり売ったり、不動産を購入したり、楽しさ満載のゲームです！このデモ版は最初の1年間限定で、ゲームの最終バージョンではないことをお忘れなく。デモ版ではゲームの保存はできません。		Start message in DEMO
457	Um ano inteiro se passou! Infelizmente, a demo termina ai. Obrigado por jogar a demo de Stonks-9800. Quer adicionar o jogo a sua lista de desejos?	Ось і пройшов цілий рік! На жаль, але демо-версія на цьому закінчується. Дякую за гру в демо-версію STONKS-9800. Хочете додати гру до списку бажаного?	はやくも一年が経ちました！残念ながら、デモ版のご利用はこれで終了とさせていただきます。STONKS-9800のデモ版をプレイしていただきありがとうございます。このゲームをウィッシュリストに追加しますか？		End message in DEMO
458	Novo jogo	Нова гра	はじめから		UI
459	Carregar	Завантажити	ロード		UI
460	Savar	Зберегти	セーブ		UI
461	Menu do Sistema	Системне меню	システムメニュー		UI
462	Sair	Вихід	終了		UI
463	Iniciar demo	Почати демо	デモ開始		UI
464	Volume da Musica	Гуч. музики	BGM音量		UI
465	Volume do Som	Гуч. звуків	SE音量		UI
466	Tamanho da Tela	Розм. екрану	画面サイズ		UI
467	Linguagem	Мова	言語		UI
468	Tela Cheia	На весь екран	フルスクリーン		UI
469	Janela	У вікні	ウィンドウモード		UI
470	Tela	Екран	画面		UI
471	Slot	Слот	スロット		UI
472	Jogo por	Автор гри	ゲーム：		UI
473	Musica por	Музика	音楽：		UI
474	Desenho de Amy por	Спрайт Емі	エイミのデザイン：		UI
475	Traduçao em Ingles:	Англ. переклад:	英訳：		UI
476	Traducao em Japones:	Япон. переклад:	日本語訳：		UI
477	Retorne para 1980!	Назад до 1980 року!	よみがえる1980年代！		UI
478	Creditos	Титри	クレジット		UI
479	Sair	Вихід з гри	終了		UI
480	Menu de navegaçao	Навігація по меню	メニューの説明		UI (explanation of which buttons to press in the menu)
481	OK	Ок	OK		UI
482	Voltar	Назад	戻る		UI
483	Mudar	Змінити	変更		UI
484	Lista de desejos	У бажане	ウィッシュリスト		UI
485	QA	Тестування	QA		UI
486	Continuar	Продовжити	続ける		UI
487	Adicione o jogo a sua lista de desejos para nao perder o lançamento do jogo!	Додайте гру в список бажаного, щоб не пропустити реліз гри!	ゲームのリリースを見逃さないために、ゲームをウィッシュリストに追加してください！		UI
488	Voce quer sair do DOS?	Ви хочете вийти в DOS?	DOSに戻りますか？		UI
489	Esta preparado para iniciar o jogo?	Ви готові почати гру?	ゲームを開始する準備はできていますか？		UI
490	Sem uma casa, voce tera que viver em um quarto alugado por 5000 ienes por noite. Se voce nao tem dinheiro, voce tera que passar a noite na rua.	Без будинку вам доведеться жити в знімній кімнаті по 5000 єн на добу. Якщо у вас не буде грошей - доведеться ночувати на вулиці.	家がなければ、1泊5,000円の賃貸物件に住むことになります。お金がなければ、路上で夜を過ごすことになります。		UI
491	Voce quer vender sua casa por#{houseprice}?	Ви хочете продати свій будинок за #{houseprice}?	家を#{houseprice}で売りますか？		UI
492	Direçao	Напрямок	方向		UI
493	Lançar	Пуск	開始		UI
494	Efeitos CRT	ЕПТ ефект	ブラウン管風エフェクト		UI
495	Relatorio de ganhos em acoes	Звіт про прибутковість акцій	株式収益報告		UI
496	Receita	Доходи	収入		UI
497	Despesas	Витрати	支出		UI
498	Lucro total	Прибуток	総利益		UI
499	Nivel geral de reputaçao	Загальний рівень репутації	全体的な評判レベル		UI
500	Empresa	Компанія	会社		UI
501	CEO	Генеральний директор	社長		UI
502	Nao e acionista	Не акціонер	株主ではありません		UI
503	Pequeno acionista	Малий акціонер	小株主		UI
504	Acionista	Акціонер	株主		UI
505	Famoso acionista	Відомий акціонер	有名株主		UI
506	Candidato a membro do conselho	Кандидат в Раду	取締役候補者		UI
507	Membro do Conselho de Administraçao	Член Ради Директорів	取締役		UI
508	Lucro por açao	Прибуток на акцію	一株当たりの利益		UI
509	Lucro em dividendos	Дивід. прибутковість	配当利回り		UI
510	Lucro em	Прибуток у	利益		UI
511	Fundada em	Заснована у	設立年		UI
512	Sua reputaçao	Ваша репутація	評判		UI
513	Energia	Енергія	活力		UI
514	Inteligencia	Інтелект	知性		UI
515	Carisma	Харизма	カリスマ		UI
516	Amizade	Дружба	友情		UI
517	Chefe do departamento de vendas	Начальник відділу продажів	営業部長		UI
518	Economista	Економіст	エコノミスト		UI (profession)
519	Profissional de marketing	Маркетолог	マーケター		UI (profession)
520	Designer	Дизайнер	デザイナー		UI (profession)
521	Programador	Програміст	プログラマー		UI (profession)
522	Engenheiro	Інженер	エンジニア		UI (profession)
523	Analista	Аналітик	アナリスト		UI (profession)
524	Bancario	Банкір	銀行家		UI (profession)
525	Detetive particular	Приватний детектив	私立探偵		UI (profession)
526	Cirurgiao	Хірург	外科医		UI (profession)
527	Confeiteiro	Кондитер	菓子職人		UI (profession)
528	Advogado	Захисник	弁護士		UI (profession)
529	Cozinheiro	Кухар	料理人		UI (profession)
530	Jornalista	Журналіст	ジャーナリスト		UI (profession)
531	Cinologo	Кінолог	犬学者		UI (profession)
532	Psicologo	Психолог	心理学者		UI (profession)
533	Contador	Бухгалтер	会計士		UI (profession)
534	Tradutor	Перекладач	翻訳家		UI (profession)
535	Professor	Учитель	教師		UI (profession)
536	Otaku	Отаку	オタク		UI (hobby)
537	Desligado	Вимкнено	オフ		UI
538	Nivel	Рівень	レベル		UI
539	Conselho de Administraçao	Рада директорів	取締役会		UI
540	Cargo(s) anterior(es)	В минулому	元		UI (where the person used to work)
541	Seus relatorios	Ваші звіти	レポート		UI
542	Negociar	Це діло!	取引する！		UI (like OK button)
543	Total	Разом	合計		UI
544	Voce quer vender seu carro e comprar um mais barato? Voce recebera {prodanodengi}.	Ви хочете продати свій автомобіль та купити машину подешевше? Ви отримаєте {prodanodengi}.	車を売ってより安い車を買いたいですか？{prodanodengi}を受け取ります。		UI
